0.263657,-0.265106,0.032219,-0.001226,-0.014270,-0.005240,-0.053735,0.003122,-0.005240,0.061315,-0.005574,-0.009922
0.298216,0.029320,0.064771,0.007915,-0.044259,-0.238907,0.028651,0.025307,-0.238907,0.104236,-0.009476,-0.026867
0.354794,0.152453,-0.180323,-0.090022,-0.024805,0.160814,-0.058250,-0.111761,0.160814,-0.248885,-0.068283,-0.046544
0.145764,0.357135,-0.083668,-0.093701,-0.067614,0.145095,-0.219454,-0.102397,0.145095,-0.064939,-0.085006,-0.076310
0.034560,0.294426,0.032553,0.009142,-0.029989,-0.233668,0.082386,0.022185,-0.233668,0.042921,-0.003902,-0.016945
0.016722,-0.012375,0.480268,-0.111706,-0.072575,-0.022742,-0.031104,-0.124749,-0.022742,0.085284,-0.098662,-0.085619
-0.100056,-0.070959,0.436399,0.028372,-0.010758,-0.060591,-0.052230,0.041416,-0.060591,-0.168618,0.015329,0.002285
-0.067633,-0.063285,-0.102415,0.491787,-0.019807,-0.050242,-0.071981,-0.115459,-0.050242,-0.089372,0.099034,0.039614
-0.015700,-0.020048,0.019082,0.424879,-0.063527,-0.033092,-0.011353,0.032126,-0.033092,0.006039,-0.182367,-0.122947
-0.054905,-0.094370,-0.046878,0.046767,0.203289,0.018004,-0.246210,-0.005407,0.018004,-0.088350,0.098941,0.151115
0.007246,0.024638,-0.131884,-0.088406,0.198551,0.076812,-0.010145,-0.184058,0.076812,-0.079710,0.007246,0.102899
-0.166109,-0.157079,0.069342,0.149610,0.240914,-0.360758,0.055630,0.119175,-0.360758,0.019509,0.180045,0.210479
0.059179,0.067874,-0.010386,-0.155314,0.154831,0.093961,0.050483,-0.036473,0.093961,0.015700,-0.274155,-0.059662
0.071256,0.075604,0.036473,-0.035990,0.119082,0.088647,0.066908,0.023430,0.088647,0.049517,-0.095411,-0.488164
-0.083333,-0.083333,-0.083333,-0.083333,-0.083333,0.916667,-0.083333,-0.083333,-0.083333,-0.083333,-0.083333,-0.083333
-0.054627,0.060424,-0.128874,0.004905,0.057079,0.020959,0.214939,-0.012486,0.020959,-0.245262,0.022297,0.039688
0.062152,0.119008,-0.085006,-0.135173,-0.004738,0.058807,0.236065,-0.178651,0.058807,0.008640,-0.091695,-0.048216
-0.116778,-0.058584,-0.043868,0.140078,0.061817,-0.037848,-0.021126,0.166165,-0.037848,-0.253902,0.113991,0.087904
0.051932,0.043237,0.121498,-0.066908,-0.043720,0.017150,0.060628,0.147585,0.017150,0.095411,-0.281401,-0.162560
0.012077,0.007729,0.046860,0.119324,-0.035749,-0.005314,0.016425,0.059903,-0.005314,0.033816,0.178744,-0.428502
